Main Ship Speed,Lead Times,Lead Times Category,Average Unit Price,# Units Sold,Gross Revenue,Total Costs,Gross Margin,Branded,Brand Awareness,Source
Large Parcel,18,2-3 Weeks,1556,1254,1951224,1666328,0.1460088641796124,N,0.0,Potential
Large Parcel,2,48 Hours,169,1851,312819,251400,0.19634037574444,Y,0.05,Potential
Small Parcel,1,24 Hours,770,483,371910,285947,0.2311392541206205,N,0.0,Potential
Large Parcel,3,72 Hours,791,469,370979,321093,0.1344712234385234,N,0.0,Potential
Large Parcel,19,2-3 Weeks,346,776,268496,202215,0.2468602884214289,Y,0.05,Potential
Large Parcel,3,72 Hours,2942,614,1806388,1663162,0.0792886135204618,Y,0.2,Potential
Large Parcel,26,3-4 Weeks,187,1116,208692,164814,0.2102524294175148,N,0.0,Potential
Large Parcel,2,48 Hours,75,1904,142800,123891,0.1324159663865546,Y,0.07,Potential
Large Parcel,2,48 Hours,621,1572,976212,886065,0.0923436712517363,Y,0.03,Potential
Small Parcel,9,1-2 Weeks,738,1045,771210,618629,0.1978462416203109,Y,0.2,Potential
Small Parcel,26,3-4 Weeks,1031,719,741289,689596,0.0697339364269536,Y,0.07,Potential
Large Parcel,3,72 Hours,1166,1131,1318746,1103182,0.1634613488875037,N,0.0,Potential
Large Parcel,15,2-3 Weeks,2509,50,125450,112366,0.1042965324830609,N,0.0,Potential
Small Parcel,12,1-2 Weeks,377,1212,456924,350621,0.232649193301293,Y,0.03,Potential
Small Parcel,2,48 Hours,571,104,59384,55161,0.0711134312272666,N,0.0,Potential
Small Parcel,4,Less Than 1 Week,298,371,110558,99156,0.1031313880497114,N,0.0,Potential
Small Parcel,24,3-4 Weeks,2460,864,2125440,1863067,0.1234440868714242,Y,0.11,Potential
Large Parcel,4,Less Than 1 Week,805,1020,821100,710559,0.1346255023748629,Y,0.02,Potential
Small Parcel,1,24 Hours,746,338,252148,203065,0.1946594856988752,N,0.0,Potential
Large Parcel,1,24 Hours,2200,1245,2739000,2431159,0.1123917488134355,N,0.0,Current
Small Parcel,17,2-3 Weeks,602,50,30100,23403,0.2224916943521594,N,0.0,Potential
Small Parcel,1,24 Hours,1125,272,306000,266860,0.1279084967320261,N,0.0,Potential
Large Parcel,22,3-4 Weeks,579,1173,679167,577211,0.1501191901255508,Y,0.01,Potential
Large Parcel,1,24 Hours,270,374,100980,77837,0.2291839968310556,N,0.0,Potential
Large Parcel,2,48 Hours,5368,273,1465464,1139565,0.22238622033704,Y,0.08,Current
Small Parcel,5,Less Than 1 Week,75,289,21675,19624,0.0946251441753171,N,0.0,Current
Large Parcel,2,48 Hours,1847,792,1462824,1281572,0.1239055416099271,Y,0.03,Current
Small Parcel,2,48 Hours,680,149,101320,86473,0.1465357283853138,Y,0.04,Potential
Large Parcel,1,24 Hours,1204,3936,4738944,3772866,0.2038593408151689,Y,0.03,Potential
Small Parcel,3,72 Hours,75,384,28800,24274,0.1571527777777777,Y,0.13,Potential
Small Parcel,20,2-3 Weeks,1449,50,72450,65277,0.0990062111801242,N,0.0,Potential
Large Parcel,4,Less Than 1 Week,1361,902,1227622,972653,0.2076934105123564,N,0.0,Potential
Small Parcel,11,1-2 Weeks,2415,1439,3475185,3232702,0.0697755659051244,Y,0.04,Potential
Small Parcel,8,1-2 Weeks,75,428,32100,28803,0.1027102803738317,N,0.0,Potential
Small Parcel,1,24 Hours,223,857,191111,181184,0.0519436348509504,N,0.0,Current
Large Parcel,1,24 Hours,1424,2823,4019952,3293019,0.1808312636568795,N,0.0,Potential
Small Parcel,18,2-3 Weeks,6049,95,574655,438635,0.2366985408636486,Y,0.02,Current
Large Parcel,12,1-2 Weeks,751,926,695426,637514,0.0832755749713125,Y,0.43,Current
Large Parcel,3,72 Hours,772,407,314204,292655,0.0685828315361994,N,0.0,Potential
Large Parcel,1,24 Hours,178,1109,197402,170257,0.1375112714156898,Y,0.01,Potential
Small Parcel,7,1-2 Weeks,265,2262,599430,546950,0.0875498390137297,Y,0.05,Potential
Large Parcel,24,3-4 Weeks,2666,457,1218362,1046982,0.1406642689118669,Y,0.14,Potential
Large Parcel,23,3-4 Weeks,1911,1584,3027024,2336731,0.2280434512577369,Y,0.11,Current
Large Parcel,3,72 Hours,900,769,692100,596363,0.1383282762606559,N,0.0,Potential
Small Parcel,4,Less Than 1 Week,166,5540,919640,839533,0.087106911400113,Y,0.11,Potential
Small Parcel,1,24 Hours,750,686,514500,388688,0.2445325558794946,N,0.0,Current
Large Parcel,16,2-3 Weeks,1319,522,688518,600499,0.1278383426431843,Y,0.03,Potential
Large Parcel,2,48 Hours,2487,475,1181325,1072710,0.0919433686750047,Y,0.07,Potential
Large Parcel,1,24 Hours,104,265,27560,25018,0.0922351233671988,N,0.0,Potential
Large Parcel,6,Less Than 1 Week,1663,2164,3598732,2886802,0.1978280127556039,Y,0.12,Potential
Small Parcel,2,48 Hours,227,471,106917,89494,0.1629581825154091,Y,0.03,Potential
Large Parcel,2,48 Hours,918,366,335988,253963,0.2441307427646225,Y,0.18,Potential
Large Parcel,5,Less Than 1 Week,558,1933,1078614,811294,0.2478365754570217,Y,0.02,Potential
Large Parcel,2,48 Hours,506,2791,1412246,1198958,0.1510275122039644,N,0.0,Potential
Large Parcel,4,Less Than 1 Week,140,714,99960,83923,0.1604341736694678,N,0.0,Potential
Small Parcel,13,1-2 Weeks,1008,1173,1182384,903191,0.2361271803407353,N,0.0,Potential
Small Parcel,2,48 Hours,1056,220,232320,178559,0.2314092630853994,N,0.0,Potential
Large Parcel,1,24 Hours,491,2308,1133228,1035905,0.0858812171954805,Y,0.14,Current
Large Parcel,24,3-4 Weeks,1948,1079,2101892,1886533,0.102459593547147,Y,0.02,Potential
Small Parcel,2,48 Hours,707,872,616504,484707,0.2137812568937103,Y,0.04,Current
Large Parcel,8,1-2 Weeks,486,1080,524880,442178,0.1575636335924402,Y,0.03,Potential
Large Parcel,1,24 Hours,340,299,101660,89874,0.1159354711784379,Y,0.01,Potential
Large Parcel,10,1-2 Weeks,396,915,362340,305393,0.1571645415907711,Y,0.16,Potential
Small Parcel,18,2-3 Weeks,2622,643,1685946,1311605,0.2220361743495936,Y,0.02,Potential
Small Parcel,8,1-2 Weeks,771,1722,1327662,1240473,0.0656710819470618,Y,0.07,Potential
Large Parcel,12,1-2 Weeks,340,1567,532780,427585,0.1974454746799804,Y,0.04,Current
Small Parcel,3,72 Hours,560,445,249200,228527,0.0829574638844301,Y,0.14,Potential
Small Parcel,2,48 Hours,75,630,47250,40726,0.138074074074074,N,0.0,Potential
Large Parcel,23,3-4 Weeks,2158,379,817882,638112,0.2197994331700661,N,0.0,Potential
Small Parcel,3,72 Hours,218,540,117720,100395,0.1471712538226299,Y,0.03,Current
Large Parcel,4,Less Than 1 Week,1182,87,102834,81470,0.2077522998230157,Y,0.02,Potential
Small Parcel,5,Less Than 1 Week,974,157,152918,120772,0.2102172406126159,Y,0.04,Potential
Small Parcel,18,2-3 Weeks,2000,1808,3616000,2781827,0.2306894358407079,Y,0.04,Potential
Small Parcel,3,72 Hours,844,3729,3147276,2530612,0.1959357870107356,Y,0.2,Current
Large Parcel,2,48 Hours,198,1156,228888,199804,0.1270665128796616,N,0.0,Potential
Large Parcel,4,Less Than 1 Week,1734,1085,1881390,1736005,0.0772753124020006,Y,0.06,Potential
Small Parcel,13,1-2 Weeks,153,873,133569,106101,0.2056465197762954,Y,0.02,Potential
Large Parcel,15,2-3 Weeks,725,1207,875075,674466,0.2292477787618204,N,0.0,Current
Small Parcel,18,2-3 Weeks,473,371,175483,149000,0.1509149034379398,N,0.0,Potential
Large Parcel,2,48 Hours,1022,1012,1034264,805136,0.2215372477433227,N,0.0,Current
Small Parcel,1,24 Hours,1389,2112,2933568,2379423,0.1888979563453105,N,0.0,Potential
Small Parcel,2,48 Hours,850,105,89250,72931,0.1828459383753501,Y,0.09,Potential
Large Parcel,27,3-4 Weeks,526,2396,1260296,1104515,0.1236066765267841,Y,0.01,Potential
Large Parcel,14,2-3 Weeks,1127,746,840742,665295,0.2086811411824317,N,0.0,Current
Large Parcel,19,2-3 Weeks,591,199,117609,97142,0.1740257973454412,Y,0.18,Current
Large Parcel,15,2-3 Weeks,649,1119,726231,598807,0.1754593235485678,Y,0.08,Current
Large Parcel,3,72 Hours,1502,959,1440418,1281874,0.1100680496911313,Y,0.06,Potential
Large Parcel,3,72 Hours,1330,50,66500,62048,0.0669473684210526,Y,0.04,Potential
Large Parcel,3,72 Hours,1555,445,691975,598342,0.135312691932512,Y,0.07,Potential
Large Parcel,22,3-4 Weeks,891,716,637956,525949,0.175571669519528,N,0.0,Potential
Large Parcel,20,2-3 Weeks,1506,3928,5915568,5154521,0.1286515512965111,N,0.0,Potential
Large Parcel,12,1-2 Weeks,1176,172,202272,165652,0.1810433475715867,Y,0.02,Potential
Large Parcel,1,24 Hours,2103,588,1236564,1099952,0.1104770962117609,Y,0.02,Potential
Small Parcel,3,72 Hours,324,3109,1007316,851820,0.1543666535625364,N,0.0,Potential
Large Parcel,18,2-3 Weeks,567,1751,992817,774629,0.2197665833683347,Y,0.02,Potential
Large Parcel,5,Less Than 1 Week,75,50,3750,3261,0.1304,Y,0.01,Current
Large Parcel,6,Less Than 1 Week,625,50,31250,27495,0.12016,N,0.0,Potential
Small Parcel,25,3-4 Weeks,416,1168,485888,460829,0.0515736136722866,N,0.0,Potential
Large Parcel,1,24 Hours,1028,599,615772,547226,0.1113171758378101,N,0.0,Potential
Large Parcel,13,1-2 Weeks,75,640,48000,42015,0.1246875,N,0.0,Potential
Large Parcel,1,24 Hours,3407,50,170350,142447,0.1637980628118579,N,0.0,Potential
Large Parcel,12,1-2 Weeks,2642,1954,5162468,4593687,0.1101761793002881,N,0.0,Potential
Small Parcel,4,Less Than 1 Week,2000,192,384000,338225,0.1192057291666666,Y,0.02,Potential
Large Parcel,4,Less Than 1 Week,2446,90,220140,197875,0.1011401835195784,Y,0.1,Potential
Large Parcel,1,24 Hours,942,5486,5167812,4506644,0.1279396386710662,Y,0.0,Potential
Small Parcel,3,72 Hours,1859,589,1094951,1035715,0.0540992245315087,Y,0.04,Potential
Small Parcel,5,Less Than 1 Week,1339,589,788671,604649,0.2333317695211311,Y,0.06,Potential
Large Parcel,22,3-4 Weeks,357,1563,557991,498667,0.1063171269787505,N,0.0,Potential
Large Parcel,1,24 Hours,326,55,17930,13493,0.2474623535973229,N,0.0,Current
Large Parcel,23,3-4 Weeks,75,1552,116400,100784,0.1341580756013745,N,0.0,Potential
Small Parcel,6,Less Than 1 Week,75,647,48525,37183,0.2337351880473982,Y,0.17,Potential
Small Parcel,2,48 Hours,1274,50,63700,57606,0.0956671899529042,Y,0.02,Potential
Large Parcel,19,2-3 Weeks,861,282,242802,212948,0.1229561535736937,N,0.0,Potential
Small Parcel,5,Less Than 1 Week,1603,311,498533,408250,0.1810973395943698,N,0.0,Potential
Large Parcel,15,2-3 Weeks,584,1246,727664,568229,0.2191052463774489,N,0.0,Potential
Small Parcel,27,3-4 Weeks,2343,702,1644786,1557912,0.0528178133811936,Y,0.06,Current
Small Parcel,26,3-4 Weeks,1265,3166,4004990,3276764,0.1818296674898064,Y,0.08,Potential
Large Parcel,1,24 Hours,1656,375,621000,575947,0.072549114331723,N,0.0,Current
Large Parcel,3,72 Hours,3004,132,396528,308141,0.2229022918936367,Y,0.01,Potential
Small Parcel,14,2-3 Weeks,502,838,420676,323247,0.2316010421321872,N,0.0,Potential
Small Parcel,3,72 Hours,614,1086,666804,538932,0.1917684956898878,Y,0.04,Potential
Large Parcel,8,1-2 Weeks,458,2195,1005310,787630,0.2165302245078632,N,0.0,Potential
Small Parcel,26,3-4 Weeks,2193,1490,3267570,2866011,0.1228922410231456,Y,0.16,Current
Large Parcel,20,2-3 Weeks,1876,1008,1891008,1523580,0.1943027210884353,N,0.0,Potential
Small Parcel,24,3-4 Weeks,1477,1758,2596566,2081350,0.1984220697644504,N,0.0,Potential
Small Parcel,1,24 Hours,3166,1706,5401196,5033907,0.0680014204261426,Y,0.21,Potential
Large Parcel,24,3-4 Weeks,132,1714,226248,184726,0.1835242742477281,Y,0.1,Potential
Small Parcel,1,24 Hours,2641,559,1476319,1123165,0.2392125279157147,N,0.0,Current
Small Parcel,22,3-4 Weeks,166,95,15770,12474,0.209004438807863,Y,0.1,Potential
Large Parcel,3,72 Hours,351,1418,497718,407714,0.180833323287484,N,0.0,Potential
Large Parcel,3,72 Hours,144,71,10224,9542,0.0667057902973396,Y,0.01,Potential
Large Parcel,4,Less Than 1 Week,3995,373,1490135,1337971,0.1021142379717273,N,0.0,Potential
Small Parcel,5,Less Than 1 Week,430,50,21500,19076,0.1127441860465116,N,0.0,Current
Large Parcel,10,1-2 Weeks,1401,102,142902,120153,0.1591930133937943,N,0.0,Potential
Large Parcel,2,48 Hours,850,334,283900,222032,0.2179218034519197,N,0.0,Potential
Small Parcel,4,Less Than 1 Week,75,417,31275,24646,0.2119584332533972,Y,0.02,Potential
Small Parcel,27,3-4 Weeks,453,1523,689919,615208,0.1082895238426539,Y,0.08,Current
Small Parcel,22,3-4 Weeks,2744,466,1278704,1165518,0.0885161851374516,Y,0.03,Potential
Small Parcel,22,3-4 Weeks,75,2342,175650,133086,0.2423228010247651,N,0.0,Potential
Large Parcel,5,Less Than 1 Week,704,566,398464,335732,0.1574345486668808,Y,0.04,Potential
Large Parcel,27,3-4 Weeks,2051,335,687085,639716,0.0689419795221843,N,0.0,Potential
Large Parcel,3,72 Hours,1547,2099,3247153,2902447,0.1061563776021641,N,0.0,Potential
Large Parcel,15,2-3 Weeks,1900,991,1882900,1586411,0.1574640182696903,Y,0.02,Current
Small Parcel,5,Less Than 1 Week,689,4245,2924805,2461863,0.1582813213188571,N,0.0,Potential
Small Parcel,13,1-2 Weeks,3381,2751,9301131,8121134,0.1268659693106139,Y,0.08,Current
Small Parcel,20,2-3 Weeks,750,637,477750,416085,0.1290737833594976,N,0.0,Potential
Large Parcel,22,3-4 Weeks,381,1714,653034,500432,0.2336815540997865,Y,0.04,Potential
Large Parcel,6,Less Than 1 Week,897,1090,977730,745040,0.2379900381495914,N,0.0,Potential
Small Parcel,1,24 Hours,213,190,40470,38222,0.0555473190017296,N,0.0,Current
Large Parcel,1,24 Hours,92,339,31188,24345,0.2194113120430935,N,0.0,Potential
Small Parcel,4,Less Than 1 Week,1839,50,91950,86667,0.0574551386623164,Y,0.19,Potential
Small Parcel,20,2-3 Weeks,260,2592,673920,584743,0.1323257953466286,Y,0.07,Current
Large Parcel,3,72 Hours,720,446,321120,251185,0.2177846287992028,N,0.0,Current
Large Parcel,25,3-4 Weeks,3200,983,3145600,2734421,0.1307156027466938,N,0.0,Potential
Large Parcel,2,48 Hours,1055,253,266915,235830,0.1164602963490249,Y,0.02,Potential
Large Parcel,24,3-4 Weeks,921,50,46050,41766,0.093029315960912,N,0.0,Current
Large Parcel,2,48 Hours,832,611,508352,432833,0.148556512023165,Y,0.01,Potential
Small Parcel,2,48 Hours,259,944,244496,198183,0.189422321837576,N,0.0,Potential
Small Parcel,14,2-3 Weeks,490,2332,1142680,892846,0.2186386389890433,Y,0.07,Potential
Large Parcel,1,24 Hours,396,207,81972,76773,0.0634240960327916,N,0.0,Potential
Small Parcel,11,1-2 Weeks,1392,534,743328,694960,0.0650695251625123,Y,0.01,Potential
Large Parcel,3,72 Hours,75,1541,115575,92662,0.1982522171749945,Y,0.04,Potential
Large Parcel,2,48 Hours,1508,304,458432,366631,0.2002499825492112,N,0.0,Current
Small Parcel,3,72 Hours,3134,925,2898950,2483651,0.1432584211524862,Y,0.02,Current
Large Parcel,5,Less Than 1 Week,75,1647,123525,109581,0.1128840315725561,Y,0.07,Potential
Large Parcel,1,24 Hours,709,50,35450,27460,0.2253878702397743,Y,0.27,Potential
Small Parcel,1,24 Hours,335,1232,412720,329348,0.2020062027524714,Y,0.01,Potential
Large Parcel,4,Less Than 1 Week,487,509,247883,217729,0.1216460991677525,N,0.0,Potential
Small Parcel,22,3-4 Weeks,200,478,95600,80662,0.156255230125523,N,0.0,Potential
Small Parcel,2,48 Hours,996,506,503976,402298,0.2017516707144784,N,0.0,Potential
Large Parcel,12,1-2 Weeks,250,3060,765000,692150,0.0952287581699346,N,0.0,Potential
Small Parcel,23,3-4 Weeks,1716,517,887172,714393,0.1947525395301023,Y,0.14,Potential
Small Parcel,23,3-4 Weeks,1089,219,238491,225364,0.0550419093382978,Y,0.04,Potential
Small Parcel,1,24 Hours,2087,1010,2107870,1923136,0.087640129609511,N,0.0,Potential
Small Parcel,2,48 Hours,88,77,6776,6111,0.0981404958677686,N,0.0,Potential
Large Parcel,15,2-3 Weeks,940,1458,1370520,1256391,0.0832742316784869,N,0.0,Current
Large Parcel,27,3-4 Weeks,165,431,71115,59094,0.1690360683400126,N,0.0,Potential
Small Parcel,24,3-4 Weeks,712,1285,914920,827984,0.0950203296463078,N,0.0,Potential
Large Parcel,3,72 Hours,939,361,338979,315667,0.0687712218161007,N,0.0,Potential
Small Parcel,3,72 Hours,261,1814,473454,424411,0.1035855648067182,Y,0.04,Current
Large Parcel,12,1-2 Weeks,75,244,18300,16736,0.0854644808743169,N,0.0,Potential
Small Parcel,1,24 Hours,1252,70,87640,69269,0.2096188954815153,N,0.0,Potential
Small Parcel,1,24 Hours,630,487,306810,242944,0.2081614028225938,Y,0.04,Potential
Small Parcel,3,72 Hours,364,2988,1087632,823414,0.2429295938332082,N,0.0,Potential
Large Parcel,20,2-3 Weeks,413,397,163961,151035,0.0788358207134623,Y,0.1,Potential
Small Parcel,21,3-4 Weeks,75,50,3750,3039,0.1896,N,0.0,Current
Large Parcel,2,48 Hours,318,4440,1411920,1332176,0.056479120630064,Y,0.04,Potential
Large Parcel,22,3-4 Weeks,1165,3951,4602915,3819879,0.1701174147252339,Y,0.06,Potential
Small Parcel,8,1-2 Weeks,75,392,29400,27091,0.0785374149659863,N,0.0,Current
Large Parcel,16,2-3 Weeks,538,318,171084,161794,0.0543008112973743,Y,0.09,Potential
Small Parcel,2,48 Hours,546,639,348894,322557,0.0754871106983783,Y,0.05,Current
Small Parcel,5,Less Than 1 Week,350,795,278250,242425,0.1287511230907457,Y,0.03,Potential
Large Parcel,24,3-4 Weeks,1122,406,455532,376219,0.1741107101147669,N,0.0,Potential
Large Parcel,8,1-2 Weeks,960,350,336000,281463,0.1623125,Y,0.01,Potential
Large Parcel,5,Less Than 1 Week,1824,963,1756512,1575408,0.1031043340438323,N,0.0,Current
Small Parcel,21,3-4 Weeks,581,345,200445,169853,0.1526204195664646,N,0.0,Potential
Small Parcel,10,1-2 Weeks,3550,308,1093400,1016433,0.0703923541247485,N,0.0,Potential
Large Parcel,2,48 Hours,1488,145,215760,171692,0.2042454579162032,N,0.0,Current
Small Parcel,7,1-2 Weeks,765,3539,2707335,2453321,0.0938243697215158,Y,0.02,Potential
Large Parcel,4,Less Than 1 Week,1204,339,408156,386852,0.0521957290839776,N,0.0,Potential
Small Parcel,7,1-2 Weeks,1801,401,722201,679567,0.059033426982239,Y,0.03,Potential
Small Parcel,1,24 Hours,1184,1050,1243200,1152809,0.0727083333333333,N,0.0,Current
Small Parcel,3,72 Hours,78,566,44148,40878,0.0740690405001359,N,0.0,Potential
Small Parcel,4,Less Than 1 Week,319,74,23606,18381,0.2213420316868593,N,0.0,Potential
Small Parcel,2,48 Hours,498,2403,1196694,1069967,0.1058975811694551,N,0.0,Potential
Small Parcel,26,3-4 Weeks,220,986,216920,182087,0.1605799373040752,N,0.0,Potential
Small Parcel,18,2-3 Weeks,1127,2596,2925692,2542984,0.1308093948371872,Y,0.02,Current
Small Parcel,5,Less Than 1 Week,201,70,14070,12175,0.134683724235963,N,0.0,Current
Large Parcel,1,24 Hours,918,314,288252,262363,0.0898137740588096,Y,0.08,Potential
Large Parcel,5,Less Than 1 Week,879,3275,2878725,2501221,0.1311358327037143,N,0.0,Potential
Large Parcel,4,Less Than 1 Week,75,333,24975,20806,0.1669269269269269,N,0.0,Potential
Large Parcel,7,1-2 Weeks,277,1229,340433,303404,0.1087703013515141,N,0.0,Potential
Large Parcel,12,1-2 Weeks,139,63,8757,7233,0.1740322028091812,Y,0.05,Potential
Small Parcel,1,24 Hours,745,728,542360,454338,0.1622944169924035,Y,0.04,Potential
Small Parcel,4,Less Than 1 Week,1131,684,773604,610082,0.2113768801609092,N,0.0,Current
Small Parcel,3,72 Hours,687,1313,902031,761134,0.1561997314948155,N,0.0,Potential
Small Parcel,8,1-2 Weeks,2518,50,125900,105678,0.1606195393169182,N,0.0,Potential
Small Parcel,24,3-4 Weeks,1499,1662,2491338,2174765,0.1270694703006978,N,0.0,Potential
Small Parcel,7,1-2 Weeks,1276,458,584408,520554,0.1092627068760181,N,0.0,Current
Large Parcel,2,48 Hours,1056,2371,2503776,2348022,0.0622076415781603,Y,0.04,Potential
Large Parcel,4,Less Than 1 Week,619,591,365829,298821,0.1831675454925662,N,0.0,Potential
Large Parcel,9,1-2 Weeks,684,549,375516,333217,0.112642337476965,Y,0.07,Potential
Small Parcel,8,1-2 Weeks,240,512,122880,99156,0.19306640625,N,0.0,Potential
Small Parcel,1,24 Hours,864,414,357696,277074,0.2253925120772947,Y,0.2,Potential
Small Parcel,22,3-4 Weeks,753,1292,972876,743486,0.2357854443937357,N,0.0,Current
Large Parcel,6,Less Than 1 Week,1014,1185,1201590,982848,0.1820437919756322,Y,0.04,Potential
Large Parcel,11,1-2 Weeks,938,213,199794,168420,0.1570317426949758,N,0.0,Potential
Small Parcel,1,24 Hours,493,868,427924,398377,0.0690473074658116,Y,0.03,Potential
Large Parcel,1,24 Hours,2985,63,188055,173541,0.0771795485363324,Y,0.0,Potential
Large Parcel,22,3-4 Weeks,75,2195,164625,144663,0.121257403189066,N,0.0,Potential
Small Parcel,4,Less Than 1 Week,835,731,610385,556153,0.0888488413050779,N,0.0,Potential
Small Parcel,2,48 Hours,470,587,275890,243145,0.1186886077784624,Y,0.04,Potential
Large Parcel,3,72 Hours,257,1711,439727,411331,0.0645764303761197,Y,0.05,Potential
Large Parcel,1,24 Hours,572,568,324896,300574,0.0748608785580616,N,0.0,Current
Small Parcel,24,3-4 Weeks,1424,110,156640,117907,0.2472740040858018,Y,0.07,Current
Small Parcel,23,3-4 Weeks,115,50,5750,5047,0.1222608695652174,N,0.0,Potential
Large Parcel,23,3-4 Weeks,537,456,244872,213843,0.1267151818092717,Y,0.05,Potential
Small Parcel,1,24 Hours,637,1410,898170,814164,0.0935301780286582,N,0.0,Current
Large Parcel,2,48 Hours,2270,520,1180400,1019700,0.136140291426635,Y,0.03,Current
Small Parcel,12,1-2 Weeks,864,123,106272,88312,0.1690003011141222,Y,0.05,Current
Large Parcel,1,24 Hours,4607,1459,6721613,5072394,0.2453606002011719,Y,0.07,Potential
Small Parcel,3,72 Hours,370,1507,557590,476860,0.1447838017181082,N,0.0,Current
Small Parcel,17,2-3 Weeks,927,487,451449,373643,0.172347264032039,N,0.0,Potential
Small Parcel,4,Less Than 1 Week,75,2606,195450,159310,0.1849066257354822,N,0.0,Potential
Small Parcel,1,24 Hours,5910,80,472800,434790,0.0803934010152284,N,0.0,Potential
Small Parcel,1,24 Hours,1156,556,642736,548804,0.1461439844664061,Y,0.02,Potential
Small Parcel,2,48 Hours,506,893,451858,408971,0.0949125610258089,N,0.0,Current
Large Parcel,3,72 Hours,472,91,42952,33595,0.2178478301359657,Y,0.08,Potential
Small Parcel,5,Less Than 1 Week,1746,539,941094,882758,0.0619874316486982,N,0.0,Potential
Large Parcel,20,2-3 Weeks,914,1926,1760364,1600008,0.0910925240461631,Y,0.01,Potential
Large Parcel,11,1-2 Weeks,416,2610,1085760,1009777,0.0699813955201886,N,0.0,Current
Large Parcel,3,72 Hours,1160,615,713400,627306,0.1206812447434819,N,0.0,Potential
Large Parcel,1,24 Hours,1422,570,810540,741676,0.0849606435216028,Y,0.05,Current
Small Parcel,3,72 Hours,470,118,55460,50714,0.0855751893256401,N,0.0,Current
Large Parcel,2,48 Hours,75,630,47250,44808,0.0516825396825396,N,0.0,Potential
Large Parcel,14,2-3 Weeks,2210,1331,2941510,2745651,0.0665845093166434,N,0.0,Current
Small Parcel,3,72 Hours,1788,340,607920,475854,0.217242400315831,Y,0.33,Potential
Large Parcel,3,72 Hours,1917,1866,3577122,2847296,0.2040260298642316,Y,0.03,Potential
Small Parcel,2,48 Hours,270,965,260550,222165,0.1473229706390328,N,0.0,Potential
Small Parcel,18,2-3 Weeks,458,581,266098,229460,0.1376861156416057,N,0.0,Potential
Large Parcel,1,24 Hours,1332,662,881784,697320,0.2091940883481668,N,0.0,Potential
Large Parcel,24,3-4 Weeks,75,524,39300,31269,0.2043511450381679,Y,0.03,Current
Small Parcel,20,2-3 Weeks,1216,634,770944,626830,0.1869318653494936,Y,0.02,Potential
Large Parcel,4,Less Than 1 Week,2295,50,114750,90465,0.2116339869281045,Y,0.04,Current
Small Parcel,24,3-4 Weeks,822,420,345240,318929,0.0762107519406789,Y,0.35,Potential
Small Parcel,20,2-3 Weeks,137,74,10138,8900,0.1221148155454724,Y,0.06,Potential
Small Parcel,1,24 Hours,274,311,85214,76572,0.1014152604032201,N,0.0,Potential
Small Parcel,2,48 Hours,2466,1300,3205800,2442661,0.2380494728304947,Y,0.03,Potential
Small Parcel,11,1-2 Weeks,3138,1498,4700724,4260350,0.0936821647048412,Y,0.01,Potential
Large Parcel,24,3-4 Weeks,544,1061,577184,443186,0.2321582025835782,N,0.0,Current
Large Parcel,4,Less Than 1 Week,469,108,50652,45746,0.0968569849166864,Y,0.04,Potential
Small Parcel,5,Less Than 1 Week,133,425,56525,44373,0.214984520123839,Y,0.03,Current
Large Parcel,20,2-3 Weeks,1074,1845,1981530,1853609,0.0645566809485599,Y,0.02,Potential
Large Parcel,8,1-2 Weeks,381,412,156972,126538,0.1938817113880182,Y,0.03,Potential
Large Parcel,3,72 Hours,293,222,65046,49370,0.2409986778587461,Y,0.03,Potential
Small Parcel,3,72 Hours,478,388,185464,148931,0.1969816244662036,N,0.0,Potential
Large Parcel,7,1-2 Weeks,2289,2248,5145672,4110285,0.2012151182586064,N,0.0,Current
Large Parcel,2,48 Hours,425,1593,677025,559066,0.1742313799342712,N,0.0,Potential
Large Parcel,5,Less Than 1 Week,2109,1983,4182147,3919688,0.0627570001723994,N,0.0,Current
Small Parcel,17,2-3 Weeks,248,1254,310992,235860,0.2415882080567989,Y,0.0,Potential
Large Parcel,1,24 Hours,100,80,8000,7508,0.0615,Y,0.06,Potential
Small Parcel,16,2-3 Weeks,135,676,91260,75110,0.1769669077361385,Y,0.04,Potential
Large Parcel,2,48 Hours,669,108,72252,56051,0.2242290870840945,N,0.0,Potential
Large Parcel,1,24 Hours,302,495,149490,128123,0.1429326376346243,N,0.0,Potential
Large Parcel,1,24 Hours,75,50,3750,3109,0.1709333333333333,N,0.0,Current
Small Parcel,6,Less Than 1 Week,2400,871,2090400,1681525,0.195596536548029,N,0.0,Potential
Large Parcel,6,Less Than 1 Week,552,747,412344,384047,0.0686247405079254,Y,0.01,Potential
Small Parcel,7,1-2 Weeks,3846,145,557670,524777,0.0589829110405795,Y,0.03,Potential
Large Parcel,18,2-3 Weeks,158,1151,181858,161260,0.113264195141264,Y,0.0,Current
Large Parcel,6,Less Than 1 Week,415,50,20750,19110,0.0790361445783132,N,0.0,Potential
Small Parcel,3,72 Hours,230,1799,413770,337875,0.1834231577929767,Y,0.04,Current
Large Parcel,7,1-2 Weeks,1362,2011,2738982,2467046,0.0992836024479167,N,0.0,Current
Small Parcel,2,48 Hours,143,341,48763,43878,0.1001784139614051,N,0.0,Potential
Large Parcel,8,1-2 Weeks,2738,1558,4265804,3487645,0.1824178982438011,N,0.0,Current
